city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Phon,Phon,15.8160,102.5998,Thailand,TH,THA,"""Khon Kaen""",minor,11593,1764718749
"""Ban Sam Khwai Phueak""","""Ban Sam Khwai Phueak""",13.8283,100.1041,Thailand,TH,THA,"""Nakhon Pathom""",,10837,1764661640
"""Phanat Nikhom""","""Phanat Nikhom""",13.4458,101.1844,Thailand,TH,THA,"""Chon Buri""",minor,11032,1764762615
"""Lang Suan""","""Lang Suan""",9.9519,99.0813,Thailand,TH,THA,Chumphon,minor,11250,1764676997
Khlung,Khlung,12.4547,102.2214,Thailand,TH,THA,Chanthaburi,minor,11073,1764654331
"""Phibun Mangsahan""","""Phibun Mangsahan""",15.2482,105.2296,Thailand,TH,THA,"""Ubon Ratchathani""",minor,10842,1764591980
Kranuan,Kranuan,16.7081,103.0811,Thailand,TH,THA,"""Khon Kaen""",minor,10726,1764256426
Makale,Makale,-3.0860,119.8469,Indonesia,ID,IDN,"""Sulawesi Selatan""",minor,9960,1360576738
"""Tha Mai""","""Tha Mai""",12.6196,102.0112,Thailand,TH,THA,Chanthaburi,minor,9843,1764588619
Photharam,Photharam,13.6918,99.8531,Thailand,TH,THA,Ratchaburi,minor,9575,1764429218
"""Ban Krot""","""Ban Krot""",14.3121,100.6005,Thailand,TH,THA,"""Phra Nakhon Si Ayutthaya""",,9471,1764143463
"""Takua Pa""","""Takua Pa""",8.8658,98.3413,Thailand,TH,THA,Phangnga,minor,8815,1764000562
"""Bang Mun Nak""","""Bang Mun Nak""",16.0278,100.3792,Thailand,TH,THA,Phichit,minor,8756,1764958140
Chumsaeng,Chumsaeng,15.8980,100.3110,Thailand,TH,THA,"""Nakhon Sawan""",minor,8426,1764781477
Tarutung,Tarutung,2.0171,98.9667,Indonesia,ID,IDN,"""Sumatera Utara""",minor,1305,1360333240
"""Luân Châu""","""Luan Chau""",21.7400,103.3430,Vietnam,VN,VNM,"""Điện Biên""",,7335,1704201464
Xiangkhoang,Xiangkhoang,19.3337,103.3666,Laos,LA,LAO,Xiangkhouang,,5189,1418829021
Buton,Buton,4.2170,108.2000,Indonesia,ID,IDN,"""Kepulauan Riau""",,140,1360984658
